# Program:featureCounts v1.6.2; Command:"featureCounts" "-p" "-t" "exon" "-T" "2" "-g" "gene_id" "-a" "ref-data/gencode.v35.annotation.gtf" "-o" "output/COAD/counts/expression/1d73147d-75da-4f0e-9fbc-25eaa3fe3cc6.txt" "data/bam/COAD/1d73147d-75da-4f0e-9fbc-25eaa3fe3cc6/b8f29ff7-6db3-4188-97ac-8dc559923ca1_gdc_realn_rehead.bam" 
Geneid	Chr	Start	End	Strand	Length	data/bam/COAD/1d73147d-75da-4f0e-9fbc-25eaa3fe3cc6/b8f29ff7-6db3-4188-97ac-8dc559923ca1_gdc_realn_rehead.bam
ENSG00000272168.8	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	21664185;21664206;21664772;21664790;21666388;21666389;21666404;21666404;21666412;21666444;21666566;21666566;21666566;21668647;21668647;21668647;21668647;21668647;21668647;21668647;21668647;21668647;21668819;21671383;21680920;21680920;21696559;21696559;21742917;21742917;21754700;21754928;21758393;21758478;21783632;21783632;21783632;21783632;21783632;21783632;21783632;21783632;21802657;21802657;21802657;21885656;21885656;21886096;21886108;21886119;21886154;21898647;21898647;21898648;21898661;21898667;21898668;21898671;21898673;21898673;21898673;21898673;21898675;21898675;21898675;21898675;21898675;21898675;21898675;21898686;21898687;21898687;21898687;21898687;21898687;21898688;21898688;21898688;21898692;21898692;21898692;21898692;21898692;21898692;21898692;21898692;21898694;21898694;21898694;21898694;21898694;21898697;21898698;21898720;21900915;21905545;21905545;21908313;21909469;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21909470;21915209;21915209;21954422;21977322;21977322;21977778;21977778;21977778;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978945;21978973;21999071;21999071;21999071;21999071;21999071;21999071;21999071;21999071;21999071;21999071;21999071;21999071;21999071;21999071;21999071;21999071;21999071;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22020339;22029425;22029425;22036831;22043631;22043647;22043647;22051478;22051478;22051478;22056473;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22056546;22063020;22063020;22063020;22063020;22063020;22063020;22063020;22063020;22063020;22063020;22063020;22063020;22063020;22063020;22063020;22063020;22063020;22063020;22063020;22063020;22063020;22063106;22083583;22083583;22083583;22083583;22083583;22083583;22083583;22083583;22083583;22083583;22083583;22083583;22088567;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22110747;22113331;22113344;22113374;22113917;22142901;22146037;22146326;22146326;22146326;22146461;22146566;22146566;22146569;22146571;22146571;22146571;22146572;22146574;22146576;22146613;22146614;22146615;22146616;22146630;22146673;22146706;22146747;22146782;22146872;22146979;22146983;22147092;22147129;22147208;22147792;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22173998;22174046;22180863;22181323;22181323;22181323;22181323;22181323;22181323;22181323;22181323;22181323;22181323;22181323;22181323;22181323;22181323;22181323;22181323;22181323;22181665;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22191567;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22194045;22203442;22205185;22213417;22214307;22214307;22214307;22214307;22214307;22214307;22214307;22214307;22214307;22214307;22214307;22214307;22214307;22221593;22221593;22221593;22221593;22221593;22236702;22256374;22256374;22260336;22260336;22290859;22290878;22316827;22316827;22317716;22317716;22336682;22336849;22339255;22343547;22349229;22349242;22349440;22352561;22352561;22352561;22368214;22574119;22610564;22642378;22644200;22646831;22653877	21664313;21664313;21665013;21665138;21666645;21666645;21666645;21666645;21666645;21666645;21666645;21666645;21666645;21668899;21668899;21668899;21668899;21668899;21668899;21668899;21668899;21668899;21668899;21671718;21681015;21681015;21696759;21696753;21743042;21743042;21754816;21755639;21758534;21758534;21783708;21783708;21783708;21784591;21783708;21783708;21783708;21783708;21802740;21802740;21802740;21885834;21885834;21886309;21886309;21886309;21886309;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21898784;21901180;21905605;21905605;21908409;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909603;21909837;21909603;21915238;21915238;21954574;21977530;21977530;21977953;21977953;21977927;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21979062;21999360;21999212;21999212;21999212;21999212;21999358;21999212;21999212;21999212;21999212;21999212;21999212;21999212;21999212;21999356;21999212;21999239;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22020542;22029562;22030429;22036941;22043894;22043894;22043894;22051590;22051590;22051590;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22056690;22063240;22063240;22063240;22063240;22063240;22063240;22063240;22063240;22063240;22063240;22063240;22063240;22063240;22063240;22063240;22063240;22063240;22063240;22063240;22063901;22063240;22063240;22083718;22083718;22083718;22083718;22083718;22083718;22083718;22083718;22083718;22083718;22083718;22083718;22088783;22111011;22110920;22110920;22110920;22111146;22110920;22110920;22110920;22110818;22110920;22110818;22110920;22110920;22110818;22110920;22110920;22111011;22110818;22110991;22110920;22110920;22110920;22110920;22110920;22110920;22110920;22110920;22110920;22110818;22110920;22110920;22110818;22110920;22110935;22110920;22110920;22110920;22110920;22110920;22110920;22110920;22110920;22111148;22110818;22110920;22110818;22110818;22110920;22110920;22110920;22110920;22110818;22110920;22113435;22113435;22113435;22114037;22142951;22146087;22147070;22147292;22147156;22147292;22147292;22147070;22147070;22147292;22147292;22147292;22147070;22147156;22147379;22147715;22147070;22147292;22147379;22147156;22147292;22147070;22147070;22147379;22147070;22147070;22147070;22147379;22147292;22151668;22148290;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22174062;22181046;22181475;22181475;22181475;22181475;22181475;22181475;22181475;22181475;22181475;22181475;22181475;22181475;22181475;22181475;22181475;22181475;22181475;22181762;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191894;22191895;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22191656;22194569;22196427;22194890;22194890;22194446;22194412;22196540;22194412;22194422;22195138;22194412;22196406;22196431;22196533;22197219;22196540;22194224;22195127;22195140;22194419;22194227;22195127;22194116;22194224;22194231;22194236;22194224;22194224;22194174;22194235;22194233;22194231;22194230;22194224;22194232;22194219;22194174;22194229;22194229;22194224;22194219;22194174;22194255;22194234;22194231;22194227;22194224;22194400;22194235;22194234;22194232;22194224;22194231;22194236;22194179;22194236;22194233;22194412;22194412;22194224;22194385;22194387;22194412;22194435;22194412;22206594;22205259;22213575;22214480;22214408;22215702;22217178;22217828;22214535;22218021;22214509;22217719;22214505;22214502;22214504;22214506;22222461;22222270;22222461;22222461;22222457;22236817;22256469;22256469;22260498;22260498;22290988;22290988;22316879;22316879;22317798;22317798;22336942;22336942;22340790;22343738;22349493;22349493;22349493;22354384;22352651;22352651;22368350;22574355;22610640;22642489;22644226;22648040;22654455	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	34302	213
ENSG00000271108.1	chr6	25248263	25248779	+	517	0
ENSG00000216436.2	chr6	25732497	25732827	+	331	0
ENSG00000234816.2	chr6	26043989	26044357	+	369	0
ENSG00000287050.1	chr6;chr6;chr6	26324705;26329010;26331727	26325163;26329087;26331900	-;-;-	711	0
ENSG00000124549.14	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	26421391;26422089;26422119;26422119;26422933;26422933;26422933;26423399;26423552;26423730;26426182;26426182;26426242;26426242;26426242;26427871;26427871;26427871;26427871;26428643;26428643;26428643;26428759;26429938;26430750;26431272	26421624;26422197;26422197;26422197;26423277;26423277;26423759;26423759;26423759;26423759;26426523;26426523;26426523;26426523;26426523;26428031;26428107;26428107;26428107;26428671;26428785;26428785;26428785;26430588;26431615;26432383	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4177	206
ENSG00000182952.5	chr6;chr6;chr6;chr6	26538366;26538438;26539901;26545127	26538501;26538501;26539949;26546933	+;+;+;+	1992	5616
ENSG00000124635.9	chr6;chr6;chr6;chr6;chr6	27125897;27126079;27132316;27132367;27132525	27126462;27126462;27132795;27132750;27132548	-;-;-;-;-	1046	43
ENSG00000197903.8	chr6	27146361	27146855	-	495	510
ENSG00000158553.4	chr6;chr6;chr6	27285903;27309063;27311097	27286148;27312170;27311312	-;-;-	3354	4
ENSG00000278828.1	chr6	27810064	27811300	+	1237	68
ENSG00000176933.5	chr6	28217643	28218634	-	992	17
ENSG00000213916.2	chr6	28861416	28862047	+	632	0
ENSG00000235821.1	chr6	29750729	29751148	-	420	1
ENSG00000229068.1	chr6;chr6	30466452;30467142	30466865;30467994	+;+	1267	0
ENSG00000137337.15	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	30699807;30700315;30702553;30702553;30702752;30702752;30703104;30703104;30703418;30703418;30703621;30705448;30705582;30707384;30707384;30707384;30707566;30711412;30711412;30711472;30711667;30711667;30711667;30711874;30711874;30711874;30713208;30713648;30713648;30713803;30713803;30713826;30713833;30713940;30713980;30714031;30715040;30715040;30715040;30715040;30715040;30716882;30716882;30717084;30717245;30717249	30700632;30700632;30702663;30702663;30702877;30702877;30703286;30703286;30703537;30704081;30706098;30706098;30706098;30707454;30707685;30707454;30708357;30711504;30711504;30711501;30711726;30711726;30711726;30711931;30711914;30713354;30713354;30713717;30713717;30713822;30714183;30713932;30714183;30714183;30714183;30714183;30715178;30715178;30715178;30715178;30715178;30717121;30717075;30717175;30717281;30717447	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7622	1444
ENSG00000224328.1	chr6;chr6;chr6	30703067;30712312;30712688	30703193;30712425;30713184	+;+;+	738	0
ENSG00000204538.4	chr6;chr6	31137534;31138972	31138306;31139066	-;-	868	11
ENSG00000272501.1	chr6	31195200	31198037	-	2838	64
ENSG00000225851.1	chr6;chr6	31382074;31382241	31382078;31382288	-;-	53	2
ENSG00000226979.9	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	31572054;31572270;31572289;31572294;31572734;31572734;31572734;31572734;31572928;31572928;31573281;31573281;31573281;31573281	31572302;31572302;31572446;31572446;31572841;31573033;31572841;31573033;31573033;31573033;31574324;31574324;31574324;31574324	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1737	43
ENSG00000204389.10	chr6;chr6;chr6	31815543;31815543;31816327	31817942;31815831;31817946	+;+;+	2404	358
ENSG00000201754.1	chr6	31837076	31837142	+	67	0
ENSG00000243649.9	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	31945650;31945975;31946095;31946120;31946126;31946222;31946373;31946373;31946373;31946373;31946486;31947007;31947007;31947007;31947007;31947281;31947348;31947348;31947348;31947742;31947742;31947742;31947742;31947797;31947945;31947945;31947945;31947945;31947945;31948358;31948374;31948374;31948374;31948460;31948830;31948830;31948830;31948830;31948830;31948830;31948956;31948998;31949243;31949243;31949243;31949243;31949243;31949243;31949420;31949420;31949420;31949420;31949420;31949420;31949420;31949731;31950050;31950050;31950286;31950286;31950286;31950619;31950619;31950868;31950868;31950868;31950874;31951144;31951144;31951144;31951341;31951341;31951341;31951415;31951555;31951555;31951555;31951555;31951875;31951875;31951875	31945700;31946285;31946285;31946285;31946285;31946285;31946606;31946606;31947120;31946606;31946606;31947192;31947192;31947141;31947192;31947521;31947521;31947521;31947521;31947843;31947843;31947843;31947843;31947843;31948081;31948512;31948081;31947969;31948081;31948512;31948512;31948512;31948512;31948512;31949257;31948961;31948961;31948961;31948961;31948961;31948961;31949344;31949344;31949344;31949344;31949344;31949344;31949344;31949598;31949598;31949557;31949598;31949551;31949557;31949557;31950147;31950147;31950147;31950772;31950645;31950403;31950772;31950772;31950944;31950944;31950944;31951244;31951244;31951244;31951244;31951473;31951473;31951473;31951473;31951604;31952084;31951604;31951604;31952084;31952053;31952084	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4731	1057
